"","nct_id","name","FDA_Approved","title","description","full_text","url"
"11","NCT01907815","Recurrent Adult Acute Myeloid Leukemia; Untreated Adult Acute Myeloid Leukemia",FALSE,NA,NA,NA,NA
"12","NCT02005471","Chronic Lymphocytic Leukemia",TRUE,NA,"FDA granted accelerated approval to venetoclax (VENCLEXTA, AbbVie Inc. and Genentech Inc.) in combination with azacitidine or decitabine or low-dose cytarabine for the treatment of newly-diagnosed acute myeloid leukemia (AML) in adults who are age 75 years or older, or who have comorbidities that preclude use of intensive induction chemotherapy. More Information. November 21, 2018","FDA approves venetoclax for CLL or SLL, with or without 17 p deletion, after one prior therapy
Share
Tweet
Linkedin
Email
Print

On June 8, 2018, the Food and Drug Administration granted regular approval to venetoclax (VENCLEXTA, AbbVie Inc. and Genentech Inc.) for patients with chronic lymphocytic leukemia (CLL) or small lymphocytic lymphoma (SLL), with or without 17p deletion, who have received at least one prior therapy.

Approval was based on MURANO (NCT02005471), a randomized (1:1), multicenter, open-label trial of venetoclax with rituximab (VEN+R) versus bendamustine with rituximab (B+R) in 389 patients with CLL who had received at least one prior line of therapy. Patients in the VEN+R arm completed a 5-week ramp-up venetoclax scheduleand then received venetoclax 400 mg once daily for 24 months measured from the rituximab start date. Rituximab was initiated after venetoclax ramp-up and given for 6 cycles (375 mg/m2 intravenously on cycle 1 day 1 and 500 mg/m2 intravenously on day 1 of cycles 2-6, with a 28-day cycle length). The comparator arm received 6 cycles of B+R (bendamustine 70 mg/m2 on days 1 and 2 of each 28-day cycle and rituximab at the above described dose and schedule).

Efficacy was based on progression-free survival (PFS) as assessed by an Independent Review Committee. After a median follow-up of 23 months, the median PFS was not reached in the VEN+R arm and was 18.1 months (95% CI: 15.8, 22.3) in the B+R arm (HR 0.19; 95% CI: 0.13, 0.28; p0.0001).>

In patients treated with VEN+R, the most common adverse reactions (incidence ≥20%) were neutropenia, diarrhea, upper respiratory tract infection, fatigue, cough, and nausea. Grade 3 or 4 neutropenia developed in 64% of these patients, and grade 4 neutropenia developed in 31%. Serious adverse reactions occurred in 46% of patients. Serious infections developed in 21% of patients, most commonly pneumonia (9%).

Due to rapid reduction in tumor volume, tumor lysis syndrome (TLS) is an important identified risk with venetoclax treatment. See the prescribing information for TLS risk stratification, prophylaxis, and monitoring.

All approved venetoclax regimens begin with a 5-week ramp-up. Full prescribing information is available at: Venclexta PI.

FDA granted venetoclax in combination with rituximab Breakthrough Therapy Designation and granted this application priority review. A description of FDA expedited programs is in the Guidance for Industry: Expedited Programs for Serious Conditions-Drugs and Biologics.

Healthcare professionals should report all serious adverse events suspected to be associated with the use of any medicine and device to FDA’s MedWatch Reporting System or by calling 1-800-FDA-1088.

Follow the Oncology Center of Excellence on Twitter @FDAOncology.

Check out recent approvals at the OCE’s podcast, Drug Information Soundcast in Clinical Oncology.

 

Content current as of:

06/08/2018

Resources for Information | Approved Drugs
Drug Information Soundcast in Clinical Oncology (D.I.S.C.O.)
Approved Drug Products with Therapeutic Equivalence Evaluations (Orange Book) Short Description","https://wayback.archive-it.org/7993/20201219232235/https%3A//www.fda.gov/drugs/resources-information-approved-drugs/fda-approves-venetoclax-cll-or-sll-or-without-17-p-deletion-after-one-prior-therapy"
"13","NCT02048813","Chronic Lymphocytic Leukemia",TRUE,"FDA approves ibrutinib plus rituximab for chronic lymphocytic leukemia","Food and Drug Administration expanded the indication of ibrutinib (IMBRUVICA, Pharmacyclics LLC) to include its combination with rituximab for the initial treatment of adult patients with chronic lymphocytic leukemia (CLL) or small lymphocytic lymphoma (SLL). ","FDA approves ibrutinib plus rituximab for chronic lymphocytic leukemia
Resources for Information | Approved Drugs
Oncology (Cancer)/Hematologic Malignancies Approval Notifications
Ongoing | Cancer Accelerated Approvals
Verified Clinical Benefit | Cancer Accelerated Approvals
Withdrawn | Cancer Accelerated Approvals
Other | Cancer Accelerated Approvals

 

On April 21, 2020, the Food and Drug Administration expanded the indication of ibrutinib (IMBRUVICA, Pharmacyclics LLC) to include its combination with rituximab for the initial treatment of adult patients with chronic lymphocytic leukemia (CLL) or small lymphocytic lymphoma (SLL).

This review was conducted under Project Orbis, an initiative of the FDA Oncology Center of Excellence. Project Orbis provides a framework for concurrent submission and review of oncology drugs among international partners. For this application, a modified Project Orbis was undertaken because of the timing of submission to other regulatory agencies. Nevertheless, the FDA is collaborating with the Australian Therapeutic Goods Administration, Health Canada, and Swissmedic as they review the application.

Approval was based on the E1912 trial (NCT02048813), a 2:1 randomized, multicenter, open-label, actively controlled trial of ibrutinib with rituximab compared to fludarabine, cyclophosphamide, and rituximab (FCR) in 529 adult patients 70 years or younger with previously untreated CLL or SLL requiring systemic therapy. Patients with 17p deletion were excluded. Ibrutinib was administered at 420 mg daily until disease progression or unacceptable toxicity. 

The main efficacy outcome measure was progression-free survival (PFS). The trial demonstrated a statistically significant improvement in PFS for patients receiving ibrutinib plus rituximab compared with those receiving FCR (HR 0.34; 95% CI: 0.22, 0.52; p<0.0001). Median PFS was not reached in either arm after a median follow-up duration of 37 months.

The most common adverse reactions (≥30%) in patients with CLL/SLL receiving ibrutinib are thrombocytopenia, diarrhea, fatigue, musculoskeletal pain, neutropenia, rash, anemia, bruising, and nausea.

The recommended ibrutinib dose is 420 mg taken orally once daily with a glass of water. Rituximab was initiated in Cycle 2 and administered at 50 mg/m2 on Day 1, 325 mg/m2 on Day 2, and 500 mg/m2 on Day 1 of 5 subsequent cycles, for a total of 6 cycles.

View full prescribing information for IMBRUVICA.

FDA used the Real-Time Oncology Review and Assessment Aid Pilot Programs for this application and the application was granted priority review. The Assessment Aid is being used to facilitate discussions among the regulatory agencies participating in Project Orbis. A description of FDA expedited programs is in the Guidance for Industry: Expedited Programs for Serious Conditions-Drugs and Biologics.

Healthcare professionals should report all serious adverse events suspected to be associated with the use of any medicine and device to FDA’s MedWatch Reporting System or by calling 1-800-FDA-1088.

For assistance with single-patient INDs for investigational oncology products, healthcare professionals may contact OCE’s Project Facilitate at 240-402-0004 or email OncProjectFacilitate@fda.hhs.gov.

For information on the COVID-19 pandemic, see the following resources:

FDA: Coronavirus Disease 2019 (COVID-19)
NCI: Coronavirus: What People With Cancer Should Know
CDC: Coronavirus (COVID-19)

Follow the Oncology Center of Excellence on Twitter @FDAOncology.

 

 

Content current as of:

04/21/2020

Regulated Product(s)
Drugs","https://www.fda.gov/drugs/resources-information-approved-drugs/fda-approves-ibrutinib-plus-rituximab-chronic-lymphocytic-leukemia"
"14","NCT02048813","Chronic Lymphocytic Leukemia",TRUE,NA,"Food and Drug Administration expanded the indication of ibrutinib (IMBRUVICA, Pharmacyclics LLC) to include its combination with rituximab for the initial treatment of adult patients with chronic lymphocytic leukemia (CLL) or small lymphocytic lymphoma (SLL). More Information. April 21, 2020.","FDA approves ibrutinib plus rituximab for chronic lymphocytic leukemia
Share
Tweet
Linkedin
Email
Print

 

On April 21, 2020, the Food and Drug Administration expanded the indication of ibrutinib (IMBRUVICA, Pharmacyclics LLC) to include its combination with rituximab for the initial treatment of adult patients with chronic lymphocytic leukemia (CLL) or small lymphocytic lymphoma (SLL).

This review was conducted under Project Orbis, an initiative of the FDA Oncology Center of Excellence. Project Orbis provides a framework for concurrent submission and review of oncology drugs among international partners. For this application, a modified Project Orbis was undertaken because of the timing of submission to other regulatory agencies. Nevertheless, the FDA is collaborating with the Australian Therapeutic Goods Administration, Health Canada, and Swissmedic as they review the application.

Approval was based on the E1912 trial (NCT02048813), a 2:1 randomized, multicenter, open-label, actively controlled trial of ibrutinib with rituximab compared to fludarabine, cyclophosphamide, and rituximab (FCR) in 529 adult patients 70 years or younger with previously untreated CLL or SLL requiring systemic therapy. Patients with 17p deletion were excluded. Ibrutinib was administered at 420 mg daily until disease progression or unacceptable toxicity. 

The main efficacy outcome measure was progression-free survival (PFS). The trial demonstrated a statistically significant improvement in PFS for patients receiving ibrutinib plus rituximab compared with those receiving FCR (HR 0.34; 95% CI: 0.22, 0.52; p<0.0001). Median PFS was not reached in either arm after a median follow-up duration of 37 months.

The most common adverse reactions (≥30%) in patients with CLL/SLL receiving ibrutinib are thrombocytopenia, diarrhea, fatigue, musculoskeletal pain, neutropenia, rash, anemia, bruising, and nausea.

The recommended ibrutinib dose is 420 mg taken orally once daily with a glass of water. Rituximab was initiated in Cycle 2 and administered at 50 mg/m2 on Day 1, 325 mg/m2 on Day 2, and 500 mg/m2 on Day 1 of 5 subsequent cycles, for a total of 6 cycles.

View full prescribing information for IMBRUVICA.

FDA used the Real-Time Oncology Review and Assessment Aid Pilot Programs for this application and the application was granted priority review. The Assessment Aid is being used to facilitate discussions among the regulatory agencies participating in Project Orbis. A description of FDA expedited programs is in the Guidance for Industry: Expedited Programs for Serious Conditions-Drugs and Biologics.

Healthcare professionals should report all serious adverse events suspected to be associated with the use of any medicine and device to FDA’s MedWatch Reporting System or by calling 1-800-FDA-1088.

For assistance with single-patient INDs for investigational oncology products, healthcare professionals may contact OCE’s Project Facilitate at 240-402-0004 or email OncProjectFacilitate@fda.hhs.gov.

For information on the COVID-19 pandemic, see the following resources:

FDA: Coronavirus Disease 2019 (COVID-19)
NCI: Coronavirus: What People With Cancer Should Know
CDC: Coronavirus (COVID-19)

Follow the Oncology Center of Excellence on Twitter @FDAOncology.

 

 

Content current as of:

04/21/2020

Regulated Product(s)
Drugs
Drug Approvals and Databases
Resources for Information | Approved Drugs","https://wayback.archive-it.org/7993/20201219232235/https%3A//www.fda.gov/drugs/drug-approvals-and-databases/fda-approves-ibrutinib-plus-rituximab-chronic-lymphocytic-leukemia"
"15","NCT02287233","AML",TRUE,NA,NA,"FDA approves venetoclax in combination for AML in adults
Drugs
Regulatory Science Research and Education
Development & Approval Process | Drugs
Drug Safety and Availability
Emergency Preparedness | Drugs
Guidance, Compliance, & Regulatory Information
News & Events for Human Drugs
Resources | Drugs
Science and Research | Drugs

On November 21, 2018, the Food and Drug Administration granted accelerated approval to venetoclax (VENCLEXTA, AbbVie Inc. and Genentech Inc.) in combination with azacitidine or decitabine or low-dose cytarabine for the treatment of newly-diagnosed acute myeloid leukemia (AML) in adults who are age 75 years or older, or who have comorbidities that preclude use of intensive induction chemotherapy.

Approval was based on two open-label non-randomized trials in patients with newly- diagnosed AML who were > 75 years of age or had comorbidities that precluded the use of intensive induction chemotherapy. Efficacy was established based on the rate of complete remission (CR) and CR duration. 

Study M14-358 (NCT02203773) was a non-randomized, open-label clinical trial of venetoclax in combination with azacitidine (n=67) or decitabine (n=13) in newly- diagnosed patients with AML. In combination with azacitidine, 25 patients achieved a CR (37%, 95% CI: 26, 50) with a median observed time in remission of 5.5 months (range: 0.4-30 months). In combination with decitabine, 7 patients achieved a CR (54%, 95% CI: 25, 81) with a median observed time in remission of 4.7 months (range: 1.0-18 months). The observed time in remission is the time from start of CR to data cut-off date or relapse from CR. 

Study M14-387 (NCT02287233) was a non-randomized, open-label trial of venetoclax in combination with low-dose cytarabine (n=61) in newly-diagnosed patients with AML, including patients with previous exposure to a hypomethylating agent for an antecedent hematologic disorder. In combination with low-dose cytarabine, 13 patients achieved a CR (21%, 95% CI: 12, 34) with a median observed time in remission of 6 months (range: 0.03-25 months).

The most common adverse reactions (≥30%) to venetoclax in combination with azacitidine or decitabine or low-dose cytarabine were nausea, diarrhea, thrombocytopenia, constipation, neutropenia, febrile neutropenia, fatigue, vomiting, peripheral edema, pneumonia, dyspnea, hemorrhage, anemia, rash, abdominal pain, sepsis, back pain, myalgia, dizziness, cough, oropharyngeal pain, pyrexia, and hypotension.

The recommended venetoclax dose depends upon the combination regimen and is described in prescribing information for VENCLEXTA.

This indication is approved under accelerated approval and continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trials. FDA granted this application priority review, breakthrough therapy designation and orphan product designation. A description of FDA expedited programs is in the Guidance for Industry: Expedited Programs for Serious Conditions-Drugs and Biologics.

The ongoing phase 3 studies, VIALE-A (NCT02993523) and VIALE-C (NCT03069352), evaluate venetoclax in combination with azacitidine or low-dose cytarabine with overall survival as the primary endpoint and are intended as the confirmatory trials.

Healthcare professionals should report all serious adverse events suspected to be associated with the use of any medicine and device to FDA’s MedWatch Reporting System or by calling 1-800-FDA-1088.

Healthcare professionals should report all serious adverse events suspected to be associated with the use of any medicine and device to FDA’s MedWatch Reporting System or by calling 1-800-FDA-1088.

Follow the Oncology Center of Excellence on Twitter @FDAOncology.

Check out recent approvals at the OCE’s podcast, Drug Information Soundcast in Clinical Oncology (D.I.S.C.O.).

Content current as of:

12/14/2018

Regulated Product(s)
Drugs","https://www.fda.gov/drugs/fda-approves-venetoclax-combination-aml-adults"
"16","NCT02351037","Acute Myeloid Leukemia (AML)",FALSE,NA,NA,NA,NA
"17","NCT02399917","Acute Myeloid Leukemia Arising From Previous Myelodysplastic Syndrome; Recurrent Acute Myeloid Leukemia; Refractory Acute Myeloid Leukemia",FALSE,NA,NA,NA,NA
"18","NCT02668653","Acute Myeloid Leukemia",TRUE,"FDA approves quizartinib for newly diagnosed acute myeloid leukemia","On July 20, 2023, the Food and Drug Administration approved quizartinib (Vanflyta, Daiichi Sankyo, Inc.) with standard cytarabine and anthracycline induction and cytarabine consolidation, and as maintenance monotherapy following consolidation chemotherapy, for the treatment of adult patients with newly diagnosed acute myeloid leukemia (AML) that is FLT3 internal tandem duplication (ITD)-positive, as detected by an FDA-approved test.","FDA approves quizartinib for newly diagnosed acute myeloid leukemia
Drug Approvals and Databases
Resources for Information | Approved Drugs

On July 20, 2023, the Food and Drug Administration approved quizartinib (Vanflyta, Daiichi Sankyo, Inc.) with standard cytarabine and anthracycline induction and cytarabine consolidation, and as maintenance monotherapy following consolidation chemotherapy, for the treatment of adult patients with newly diagnosed acute myeloid leukemia (AML) that is FLT3 internal tandem duplication (ITD)-positive, as detected by an FDA-approved test.

FDA also approved LeukoStrat CDx FLT3 Mutation Assay as a companion diagnostic for Vanflyta.

View full prescribing information for Vanflyta.

Efficacy of quizartinib with chemotherapy was evaluated in QuANTUM-First (NCT02668653), a randomized, double-blind, placebo-controlled trial of 539 patients with newly diagnosed FLT3-ITD positive AML. FLT3-ITD status was determined prospectively with a clinical trial assay and verified retrospectively with the companion diagnostic LeukoStrat CDx FLT3 Mutation Assay.

Patients were randomized (1:1) to receive quizartinib (n=268) or placebo (n=271) with induction and consolidation therapy and as maintenance monotherapy according to the initial assignment. There was no re-randomization at the initiation of post-consolidation therapy. Patients who proceeded to hematopoietic stem cell transplantation (HSCT) initiated maintenance therapy after HSCT recovery.

The main efficacy outcome measure was overall survival (OS), measured from randomization date until death by any cause. The primary analysis was conducted after a minimum follow-up of 24 months after the last patient was randomized. The trial demonstrated a statistically significant improvement in OS for the quizartinib arm [hazard ratio (HR) 0.78; 95% CI: 0.62, 0.98; 2‑sided p=0.0324]. The CR rate in the quizartinib arm was 55% (95% CI: 48.7, 60.9) with a median duration of 38.6 months (95% CI: 21.9, NE), and the CR rate in those receiving placebo was 55% (95% CI: 49.2, 61.4) with a median duration of 12.4 months (95% CI: 8.8, 22.7).

Quizartinib is not indicated as maintenance monotherapy following allogeneic HSCT. Improvement in OS with quizartinib has not been demonstrated in this setting.

A boxed warning for quizartinib notes QT prolongation, torsades de pointes, and cardiac arrest. Quizartinib is available only through a restricted program under a Risk Evaluation and Mitigation Strategy (REMS), called the Vanflyta REMS. See the prescribing information for the full list of adverse reactions.

The recommended quizartinib dose is as follows:

Induction: 35.4 mg orally once daily on Days 8-21 of “7 + 3” (cytarabine [100 or 200 mg/m2/day] on Days 1 to 7 plus daunorubicin [60 mg/m2/day] or idarubicin [12 mg/m2/day] on Days 1 to 3) and on Days 8-21 or 6-19 of an optional second induction (“7 + 3” or “5 + 2” [5 days cytarabine plus 2 days daunorubicin or idarubicin], respectively),
b) Consolidation: 35.4 mg orally once daily on Days 6-19 of high‑dose cytarabine (1.5 to 3 g/m2 every 12 hours on Days 1, 3 and 5) for up to 4 cycles, and
c) Maintenance: 26.5 mg orally once daily on Days 1 to 14 and 53 mg once daily, thereafter, for up to thirty-six 28-day cycles.

This review used the Assessment Aid, a voluntary submission from the applicant to facilitate the FDA’s assessment.

This application was granted priority review, fast track designation and orphan drug designation. FDA expedited programs are described in the Guidance for Industry: Expedited Programs for Serious Conditions-Drugs and Biologics.

Healthcare professionals should report all serious adverse events suspected to be associated with the use of any medicine and device to FDA’s MedWatch Reporting System or by calling 1-800-FDA-1088.

For assistance with single-patient INDs for investigational oncology products, healthcare professionals may contact OCE’s Project Facilitate at 240-402-0004 or email OncProjectFacilitate@fda.hhs.gov.

For information on the COVID-19 pandemic, see the following resources:

FDA: Coronavirus Disease 2019 (COVID-19)
NCI: Coronavirus: What People With Cancer Should Know
CDC: Coronavirus (COVID-19)

Follow the Oncology Center of Excellence on Twitter @FDAOncology.

Content current as of:

07/20/2023

Regulated Product(s)
Drugs","https://www.fda.gov/drugs/drug-approvals-and-databases/fda-approves-quizartinib-newly-diagnosed-acute-myeloid-leukemia"
"19","NCT02785900","Acute Myeloid Leukemia",FALSE,NA,NA,NA,NA
"20","NCT02993523","Acute Myeloid Leukemia (AML)",TRUE,"FDA grants regular approval to venetoclax in combination for untreated acute myeloid leukemia","Food and Drug Administration grants regular approval to venetoclax in combination for untreated acute myeloid leukemia. ","FDA grants regular approval to venetoclax in combination for untreated acute myeloid leukemia
Resources for Information | Approved Drugs
Oncology (Cancer)/Hematologic Malignancies Approval Notifications
Ongoing | Cancer Accelerated Approvals
Verified Clinical Benefit | Cancer Accelerated Approvals
Withdrawn | Cancer Accelerated Approvals
Other | Cancer Accelerated Approvals

On October 16, 2020, the Food and Drug Administration granted regular approval to venetoclax (VENCLEXTA ®, AbbVie Inc. and Genentech Inc.) in combination with azacitidine, decitabine, or low-dose cytarabine (LDAC) for newly-diagnosed acute myeloid leukemia (AML) in adults 75 years or older, or who have comorbidities precluding intensive induction chemotherapy.

Venetoclax was initially granted accelerated approval for this indication in November 2018.

Efficacy was confirmed in two randomized, double-blind, placebo-controlled trials in patients with AML described above.

In VIALE-A (NCT02993523), patients were randomized to receive venetoclax plus azacitidine (n=286) or placebo plus azacitidine (n=145). Efficacy was established based on an improvement in overall survival (OS). The median OS was 14.7 months (95% CI: 11.9, 18.7) in patients treated with venetoclax plus azacitidine compared to 9.6 months (95% CI: 7.4, 12.7) in those receiving placebo plus azacitidine (HR 0.66; 95% CI: 0.52, 0.85; p<0.001). Patients treated with venetoclax plus azacitidine also demonstrated an improvement in complete remission (CR) rate: 37% (95% CI: 31%, 43%) versus 18% (95% CI: 12%, 25%).

In VIALE-C (NCT03069352), patients were randomized to receive venetoclax plus LDAC (n=143) or placebo plus LDAC (n=68). Efficacy was based on CR rate and duration of CR. The CR rate on the venetoclax plus LDAC arm was 27% (95% CI: 20%, 35%) with a median duration of 11.1 months (95% CI: 6.1, not reached) compared to 7.4% (95% CI: 2.4%, 16%) with a median duration of 8.3 months (95% CI: 3.1, not reached) in those receiving placebo plus LDAC. Venetoclax plus LDAC did not significantly improve OS versus placebo plus LDAC (HR 0.75; 95% CI 0.52, 1.07; p=0.114). 

The most common adverse reactions of venetoclax in combination with azacitidine, decitabine, or low-dose cytarabine (≥30% in any trial) were nausea, diarrhea, thrombocytopenia, constipation, neutropenia, febrile neutropenia, fatigue, vomiting, edema, pyrexia, pneumonia, dyspnea, hemorrhage, anemia, rash, abdominal pain, sepsis, musculoskeletal pain, dizziness, cough, oropharyngeal pain, and hypotension.

The recommended venetoclax dose depends upon the combination regimen and is described in prescribing information. View full prescribing information for VENCLEXTA.

This review was conducted under Project Orbis, an initiative of the FDA Oncology Center of Excellence. Project Orbis provides a framework for concurrent submission and review of oncology drugs among international partners. For this review, FDA collaborated with the Australian Therapeutic Goods Administration (TGA), the Brazilian Health Regulatory Agency (ANVISA), Health Canada, and Switzerland’s Swissmedic. The application reviews are ongoing at the other regulatory agencies.

This review used the Real-Time Oncology Review (RTOR) pilot program and the Assessment Aid, a voluntary submission from the applicant to facilitate the FDA’s assessment. The FDA approved this application 5 weeks ahead of the FDA goal date.

FDA granted this application priority review, breakthrough designation, and orphan drug designation. A description of FDA expedited programs is in the Guidance for Industry: Expedited Programs for Serious Conditions-Drugs and Biologics.

Healthcare professionals should report all serious adverse events suspected to be associated with the use of any medicine and device to FDA’s MedWatch Reporting System or by calling 1-800-FDA-1088.

For assistance with single-patient INDs for investigational oncology products, healthcare professionals may contact OCE’s Project Facilitate at 240-402-0004 or email OncProjectFacilitate@fda.hhs.gov.

For information on the COVID-19 pandemic, see the following resources:

FDA: Coronavirus Disease 2019 (COVID-19)
NCI: Coronavirus: What People With Cancer Should Know
CDC: Coronavirus (COVID-19)

Follow the Oncology Center of Excellence on Twitter @FDAOncology.

 

Content current as of:

10/16/2020

Regulated Product(s)
Drugs
Prescription Drugs","https://www.fda.gov/drugs/resources-information-approved-drugs/fda-grants-regular-approval-venetoclax-combination-untreated-acute-myeloid-leukemia"
"21","NCT02993523","Acute Myeloid Leukemia (AML)",TRUE,NA,"Food and Drug Administration grants regular approval to venetoclax in combination for untreated acute myeloid leukemia. More Information. October 16, 2020","FDA grants regular approval to venetoclax in combination for untreated acute myeloid leukemia
Share
Tweet
Linkedin
Email
Print

On October 16, 2020, the Food and Drug Administration granted regular approval to venetoclax (VENCLEXTA ®, AbbVie Inc. and Genentech Inc.) in combination with azacitidine, decitabine, or low-dose cytarabine (LDAC) for newly-diagnosed acute myeloid leukemia (AML) in adults 75 years or older, or who have comorbidities precluding intensive induction chemotherapy.

Venetoclax was initially granted accelerated approval for this indication in November 2018.

Efficacy was confirmed in two randomized, double-blind, placebo-controlled trials in patients with AML described above.

In VIALE-A (NCT02993523), patients were randomized to receive venetoclax plus azacitidine (n=286) or placebo plus azacitidine (n=145). Efficacy was established based on an improvement in overall survival (OS). The median OS was 14.7 months (95% CI: 11.9, 18.7) in patients treated with venetoclax plus azacitidine compared to 9.6 months (95% CI: 7.4, 12.7) in those receiving placebo plus azacitidine (HR 0.66; 95% CI: 0.52, 0.85; p<0.001). Patients treated with venetoclax plus azacitidine also demonstrated an improvement in complete remission (CR) rate: 37% (95% CI: 31%, 43%) versus 18% (95% CI: 12%, 25%).

In VIALE-C (NCT03069352), patients were randomized to receive venetoclax plus LDAC (n=143) or placebo plus LDAC (n=68). Efficacy was based on CR rate and duration of CR. The CR rate on the venetoclax plus LDAC arm was 27% (95% CI: 20%, 35%) with a median duration of 11.1 months (95% CI: 6.1, not reached) compared to 7.4% (95% CI: 2.4%, 16%) with a median duration of 8.3 months (95% CI: 3.1, not reached) in those receiving placebo plus LDAC. Venetoclax plus LDAC did not significantly improve OS versus placebo plus LDAC (HR 0.75; 95% CI 0.52, 1.07; p=0.114). 

The most common adverse reactions of venetoclax in combination with azacitidine, decitabine, or low-dose cytarabine (≥30% in any trial) were nausea, diarrhea, thrombocytopenia, constipation, neutropenia, febrile neutropenia, fatigue, vomiting, edema, pyrexia, pneumonia, dyspnea, hemorrhage, anemia, rash, abdominal pain, sepsis, musculoskeletal pain, dizziness, cough, oropharyngeal pain, and hypotension.

The recommended venetoclax dose depends upon the combination regimen and is described in prescribing information. View full prescribing information for VENCLEXTA.

This review was conducted under Project Orbis, an initiative of the FDA Oncology Center of Excellence. Project Orbis provides a framework for concurrent submission and review of oncology drugs among international partners. For this review, FDA collaborated with the Australian Therapeutic Goods Administration (TGA), the Brazilian Health Regulatory Agency (ANVISA), Health Canada, and Switzerland’s Swissmedic. The application reviews are ongoing at the other regulatory agencies.

This review used the Real-Time Oncology Review (RTOR) pilot program and the Assessment Aid, a voluntary submission from the applicant to facilitate the FDA’s assessment. The FDA approved this application 5 weeks ahead of the FDA goal date.

FDA granted this application priority review, breakthrough designation, and orphan drug designation. A description of FDA expedited programs is in the Guidance for Industry: Expedited Programs for Serious Conditions-Drugs and Biologics.

Healthcare professionals should report all serious adverse events suspected to be associated with the use of any medicine and device to FDA’s MedWatch Reporting System or by calling 1-800-FDA-1088.

For assistance with single-patient INDs for investigational oncology products, healthcare professionals may contact OCE’s Project Facilitate at 240-402-0004 or email OncProjectFacilitate@fda.hhs.gov.

For information on the COVID-19 pandemic, see the following resources:

FDA: Coronavirus Disease 2019 (COVID-19)
NCI: Coronavirus: What People With Cancer Should Know
CDC: Coronavirus (COVID-19)

Follow the Oncology Center of Excellence on Twitter @FDAOncology.

 

Content current as of:

10/16/2020

Regulated Product(s)
Drugs
Prescription Drugs
Drug Approvals and Databases
Resources for Information | Approved Drugs","https://wayback.archive-it.org/7993/20201219232235/https%3A//www.fda.gov/drugs/drug-approvals-and-databases/fda-grants-regular-approval-venetoclax-combination-untreated-acute-myeloid-leukemia"
"22","NCT02993523","Acute Myeloid Leukemia (AML)",TRUE,NA,NA,"FDA approves venetoclax in combination for AML in adults
Drugs
Regulatory Science Research and Education
Development & Approval Process | Drugs
Drug Safety and Availability
Emergency Preparedness | Drugs
Guidance, Compliance, & Regulatory Information
News & Events for Human Drugs
Resources | Drugs
Science and Research | Drugs

On November 21, 2018, the Food and Drug Administration granted accelerated approval to venetoclax (VENCLEXTA, AbbVie Inc. and Genentech Inc.) in combination with azacitidine or decitabine or low-dose cytarabine for the treatment of newly-diagnosed acute myeloid leukemia (AML) in adults who are age 75 years or older, or who have comorbidities that preclude use of intensive induction chemotherapy.

Approval was based on two open-label non-randomized trials in patients with newly- diagnosed AML who were > 75 years of age or had comorbidities that precluded the use of intensive induction chemotherapy. Efficacy was established based on the rate of complete remission (CR) and CR duration. 

Study M14-358 (NCT02203773) was a non-randomized, open-label clinical trial of venetoclax in combination with azacitidine (n=67) or decitabine (n=13) in newly- diagnosed patients with AML. In combination with azacitidine, 25 patients achieved a CR (37%, 95% CI: 26, 50) with a median observed time in remission of 5.5 months (range: 0.4-30 months). In combination with decitabine, 7 patients achieved a CR (54%, 95% CI: 25, 81) with a median observed time in remission of 4.7 months (range: 1.0-18 months). The observed time in remission is the time from start of CR to data cut-off date or relapse from CR. 

Study M14-387 (NCT02287233) was a non-randomized, open-label trial of venetoclax in combination with low-dose cytarabine (n=61) in newly-diagnosed patients with AML, including patients with previous exposure to a hypomethylating agent for an antecedent hematologic disorder. In combination with low-dose cytarabine, 13 patients achieved a CR (21%, 95% CI: 12, 34) with a median observed time in remission of 6 months (range: 0.03-25 months).

The most common adverse reactions (≥30%) to venetoclax in combination with azacitidine or decitabine or low-dose cytarabine were nausea, diarrhea, thrombocytopenia, constipation, neutropenia, febrile neutropenia, fatigue, vomiting, peripheral edema, pneumonia, dyspnea, hemorrhage, anemia, rash, abdominal pain, sepsis, back pain, myalgia, dizziness, cough, oropharyngeal pain, pyrexia, and hypotension.

The recommended venetoclax dose depends upon the combination regimen and is described in prescribing information for VENCLEXTA.

This indication is approved under accelerated approval and continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trials. FDA granted this application priority review, breakthrough therapy designation and orphan product designation. A description of FDA expedited programs is in the Guidance for Industry: Expedited Programs for Serious Conditions-Drugs and Biologics.

The ongoing phase 3 studies, VIALE-A (NCT02993523) and VIALE-C (NCT03069352), evaluate venetoclax in combination with azacitidine or low-dose cytarabine with overall survival as the primary endpoint and are intended as the confirmatory trials.

Healthcare professionals should report all serious adverse events suspected to be associated with the use of any medicine and device to FDA’s MedWatch Reporting System or by calling 1-800-FDA-1088.

Healthcare professionals should report all serious adverse events suspected to be associated with the use of any medicine and device to FDA’s MedWatch Reporting System or by calling 1-800-FDA-1088.

Follow the Oncology Center of Excellence on Twitter @FDAOncology.

Check out recent approvals at the OCE’s podcast, Drug Information Soundcast in Clinical Oncology (D.I.S.C.O.).

Content current as of:

12/14/2018

Regulated Product(s)
Drugs","https://www.fda.gov/drugs/fda-approves-venetoclax-combination-aml-adults"
